id	sentences
86140	['a traffic light suspended over a street next to a forest .', 'a group of people standing on top of a green field .', 'a traffic light suspended over a city street .', 'a group of people standing on top of a field flying kites .', 'a group of people standing on top of a lush green field .', 'a traffic light suspended over a street next to trees .']
70068	['a close up of a person holding a piece of food', 'a person standing on a beach holding a surfboard .', 'a couple of people standing on top of a beach .', 'a person walking on a beach with a surfboard', 'a plane flying over a snowy mountain with trees in the background .', 'a person walking on a beach with a surfboard .', 'a bird flying over a body of water near a shore .', 'a plane flying over a snowy mountain with trees in the background', 'a couple of people standing on top of a sandy beach .', 'a bird flying over a body of water .', 'a close up of a person holding a knife', 'a close up of a person holding a piece of cake', 'a view of a sunset and a sunset .', 'a bird flying over a body of water near a beach .']
79817	['a person flying a kite in a cloudy sky .', 'a traffic light suspended over a street next to a forest .', 'a traffic light sitting on the side of a road .', 'a traffic light suspended over a street next to tall buildings .', 'a person flying a kite in the sky .', 'a man flying a kite in a cloudy sky .']
86144	['a group of people flying kites in a park .', 'a group of people flying kites in a field .', 'a group of people flying kites in the sky .']
88699	['a person is flying a kite in the dark .', 'a person is flying a kite in the sky .', 'a person is flying a kite on a cloudy day .', 'a person is flying a kite in a city park .', 'a person on a snow board in the snow .', 'a person on a snowboard in the snow .', 'a person on a snow board in the air .']
79611	['a view of a mountain range from a plane .', 'a painting of a man on a snowboard in the woods .', 'a white truck is driving down a snowy mountain .', 'a view of a mountain range from the top of a mountain .', 'a painting of a man on a snowboard in the snow .', 'a group of birds sitting on top of a tree .', 'a group of birds perched on top of a tree .', 'a view of a mountain range with a mountain range in the background .', 'a white truck is driving down a snowy mountain', 'a large airplane flying over a large body of water .', 'a large mountain range with a mountain range in the background .', 'a large airplane flying over a lush green field .', 'a large airplane flying over a lush green hillside .', 'a group of birds sitting on top of a snow covered slope .', 'a painting of a man on a surfboard in the water .']
90890	[]
79343	['a yellow and white snowboard sitting in the snow', 'a plane flying in the sky on a cloudy day', 'a yellow and white snowboard sitting in the snow .', 'a plane flying in the sky on a cloudy day .', 'a view of a city street from a car .', 'a plane flying in the sky on a clear day .', 'a view of a city street from the side of the road .', 'a yellow and white snowboard sitting on top of a snow covered ground .', 'a view of a city street from the side of a road .']
80298	['a group of people flying kites in a park .', 'a group of people flying kites in a field .', 'a large group of people flying kites in a park .', 'a group of people standing on top of a lush green field .']
81050	['a large clock on the side of a building .', 'a tall building with a clock on it', 'a close up of a bird flying near a building', 'a clock on the side of a building .', 'a tall clock tower with a sky in the background', 'a traffic light hanging from the side of a tall building .', 'a tall building with a clock on top .', 'a clock tower with a weather vane on top .', 'a tall building with a clock on it .', 'a traffic light hanging from the side of a pole .', 'a tall clock tower with a sky background', 'a close up of a bird flying in the sky', 'a close up of a bird flying in the air', 'a clock on the side of a building', 'a traffic light hanging from the side of a building .']
79591	['a view of a mountain range from a plane .', 'a person flying a kite in a cloudy sky .', 'a view of the wing of an airplane .', 'a view of the wing of a plane flying over a mountain .', 'a person flying a kite in the sky', 'a person flying a kite in the sky .']
90564	['a bird is flying in the air near trees .', 'a bird flying in the sky with a sky background', 'a large jetliner flying through a blue sky .', 'a bird flying in the sky over a tree', 'a bird is flying in the sky with a bird on it .', 'a bird perched on top of a tree .', 'a bird flying in the air with a sky background', 'a bird flying in the sky over a mountain .', 'a bird perched on top of a tree branch', 'a large jetliner flying through a cloudy sky .', 'a bird is flying in the air with a sky background', 'a flock of birds flying through a cloudy sky .', 'a flock of birds sitting on top of a tree .', 'a bird perched on top of a tree branch .', 'a large jetliner flying through a cloudy blue sky .', 'a flock of birds flying over a forest .', 'a bird is flying in the sky over a tree .', 'a bird flying in the sky over a tree .']
90541	['a large building with a clock on it .', 'a large building with a clock on the top .', 'a large building with a clock tower in the middle .', 'a large building with a clock on it', 'a large building with a clock tower on top .', "a very tall building with a clock on it 's side .", 'a large building with a clock on the top of it .']
84291	['a blue and yellow fire hydrant sitting in the middle of a forest .', 'a blue and yellow fire hydrant sitting on the side of a road .', 'a blue and yellow fire hydrant sitting in the snow .']
87363	['a group of people standing in a field with a kite .', 'a group of people standing in a field with a large kite .', 'a group of people standing in a field with a kite']
78812	['a black and white photo of a clock on a building .', 'a black and white photo of a person in a dark night .', 'a close up of a nintendo wii game system', 'a man is holding a kite in front of a window .', 'a black and white photo of a person holding a kite', 'a black and white photo of a clock on a pole', 'a man holding a kite in front of a building .', 'a black and white photo of a person holding a kite .', 'a close up of a nintendo wii remote', 'a man holding a kite in front of a window .', 'a close up of a nintendo wii game console', 'a black and white photo of a clock on a pole .']
87365	['a black and white photo of a red light', 'a man is holding a large clock in his hand .', 'a man is holding a red and white umbrella', 'a close up of a person holding a nintendo wii controller', 'a person holding a red frisbee in front of a tree .', 'a black and white photo of a street light', 'a close up of a person holding a nintendo wii remote', 'a close up of a person holding a wii remote', 'a person holding a yellow frisbee in their hands .', 'a black and white photo of a street light .', 'a man is holding a red and white umbrella .', 'a person holding a yellow frisbee in their hand .']
72588	['a black and white photo of a fire hydrant .', 'a red and white fire hydrant in the snow', 'a red and white fire hydrant in a field .', 'a red and white fire hydrant in the snow .']
88323	['a person standing on a beach flying a kite .', 'a plane flying over a large body of water', 'an airplane flying over a large body of water .', 'a plane flying over a body of water .', 'a person on a beach flying a kite .', 'a white and black airplane in the middle of a field .', 'a plane flying over a city with a clock tower .', 'a plane flying over a large body of water .', 'a white and black airplane is in the middle of a field .', 'a white and black plane is flying over a field', 'a plane flying over a body of water', 'a person on a beach flying a kite']
87369	['a close up of a traffic light with a sky background', 'a traffic light sitting on the side of a road .', 'a view of a city street with a street light .', 'a city street at night with a red light', 'a close up of a street sign with a sky background', 'a view of a city street from a building .', 'a view of a city street with a traffic light .', 'a city street at night with a traffic light on it .', 'a close up of a person holding a cell phone', 'a city street at night with a traffic light .', 'a traffic light sitting on the side of a street .', 'a traffic light on a city street at night']
78818	['a person flying a kite in a blue sky .', 'a black and white photo of a black and white umbrella', 'a person flying a kite in the sky .', 'a man in the air on a snowboard', 'a man flying a kite in a park .', 'a person flying a kite in a park .', 'a kite flying high in the sky with clouds in the background', 'a street sign on a pole with a sky background', 'a black and white photo of an open umbrella', 'a kite flying in the sky with a sky background', 'a kite flying high in the sky with a sky background', 'a black and white photo of an open umbrella .', 'a pair of shoes sitting on a skateboard .', 'a blue and white bird flying in the air .', 'a pair of shoes sitting on top of a skateboard .', 'a street sign on a pole on a city street', 'a blue and white bird flying in the air', 'a person flying a kite in a park', 'a blue and white photo of a person in a field with a frisbee .', 'a man in the air on a surfboard .', 'a man in the air on a snowboard .', 'a pair of shoes sitting on top of a bench .', 'a street sign on a pole on a street', 'a man flying a kite in a blue sky .']
91156	['a man flying a kite in a park .', 'a man is flying a kite in a park .', 'a man is flying a kite in a field']
90001	['a person on a skateboard on a ramp .', 'a person on a skate board on a ramp', 'a person on a skate board on a ramp .']
86046	['a close up of a pair of scissors on a table', 'a close up of an orange on a plate', 'a close up of an apple and a knife', 'a close up of a pair of orange handled scissors .', 'a close up of a pair of scissors', 'a close up of a pair of orange handled scissors']
89503	['a blue and white kite flying in a blue sky .', 'a blue and white kite flying in the sky .', 'a plane flying over a snowy mountain range .', 'a plane is flying over a snowy mountain', 'a blue and white kite flying in the sky', 'a plane is flying over a snowy mountain .']
82015	['a man and a woman standing next to each other .', 'a man and a woman standing next to each other on a boat .', 'a man is holding a kite in his hand .', 'a plane is flying in the sky over a mountain .', 'a plane is flying in the sky over the clouds .', 'a man is holding a kite in the air .', 'a plane flying in the sky with a sky background', 'a man is holding a kite in his hands .', 'a man and a woman standing next to a boat .']
84406	['a group of people flying kites in a field .', 'a blue and white airplane flying in a blue sky .', 'a blue and white airplane flying in the sky .', 'a blue and white airplane flying in the sky', 'a group of people flying kites in a park .', 'a group of people standing on top of a lush green field .']
89210	['a large clock tower sitting in the middle of a lake .', 'a group of people standing on top of a green field .', 'a building with a clock tower on top of it', 'a large clock tower towering over a city .', 'a building with a clock tower on top of it .', 'a red fire hydrant sitting in the middle of a field .', 'a red fire hydrant sitting in the middle of a park .', 'a red fire hydrant in front of a building .', 'a group of people standing on top of a lush green field .', 'a group of people standing on top of a wooden bench .', 'a large building with a clock tower on top .', 'a clock tower in the middle of a city .']
81729	['a bus parked on the side of a road near a forest .', 'a truck parked on the side of a road .', 'a truck is parked on the side of the road', 'a truck is parked on the side of the road .', 'a group of people standing next to a bus .', 'a bus parked on the side of a road .', 'a bus parked on the side of a road next to a forest .', 'a group of people standing next to a parked bus .', 'a group of people standing in front of a bus .']
82398	['a view of a plane flying in the sky .', 'a black and white photo of a bird flying in the sky .', 'a black and white photo of a bird flying in the air', 'a view of a plane flying through the air .', 'a black and white photo of a bird flying in the sky', 'a view of a plane flying in the air .']
86006	['a stop sign on the side of the road .', 'a traffic light sitting on the side of a road .', 'a car driving down a street next to a street light .', 'a car driving down a street next to a traffic light .', 'a car driving down a street with a traffic light .', 'a stop sign on the side of a road .']
88447	['a plane flying over a city with a cloudy sky .', 'a plane flying over a large body of water', 'a plane flying over a body of water', 'a plane flying over a body of water with a sky background', 'a plane flying in the sky over a building', 'a plane flying over a large body of water .', 'a plane flying over a body of water with mountains in the background .', 'a plane flying high in the sky with a sky background', 'a plane flying over a body of water .', 'a plane flying in the sky over a building .']
82390	['a man standing on top of a hill next to a lake .', 'a man standing on top of a dirt field .', 'a man standing on a beach holding a surfboard .']
84753	['a black and white photo of a train on a track .', 'a black and white photo of a train on a track', 'a train traveling down tracks next to a river .']
84752	['a man flying a kite in a cloudy sky .', 'a person flying a kite in a cloudy sky .', 'a person flying a kite in the sky .']
80372	['a bunch of kites flying in the sky', 'a bunch of kites flying in the sky .', 'a bunch of kites that are flying in the sky .']
82407	['a view of a plane flying in the sky .', 'a black and white photo of a street sign', 'a view of a plane flying in the sky', 'a black and white photo of a street light', 'a black and white photo of a street light .', 'a view of a plane flying in the air .']
84550	['a night time view of a city street at night', 'a night time view of a night time scene .', 'a view of a dark room from a window .', 'a night time view of a city street at night .', 'a dark room with a window and a lamp', 'a dark room with a window and a lamp .', 'a night time view of a city street .']
87925	['a couple of people standing on top of a grass covered field .', 'a couple of people standing on top of a dirt road .', 'a street sign on the side of the road', 'a street sign on the side of a road .', 'a car driving down a road next to a road .', 'a couple of people standing on top of a lush green field .', 'a car driving down a road with a herd of cattle .', 'a car driving down a road next to a giraffe .', 'a street sign on the side of the road .']
78213	['a man flying a kite in a park .', 'a person flying a kite in a field', 'a person flying a kite in a cloudy sky .', 'a person flying a kite in a park .', 'a view of a city street from a plane .', 'a view of a street light from a distance .', 'a person flying a kite on a cloudy day .', 'a group of people flying kites in a field .', 'a person flying a kite in a field .', 'a group of people flying kites in a park .', 'a view of a street light from a tree .']
84695	['a close up of a pair of scissors', 'a close up of a person holding a surf board', 'a close up of a person holding a pair of scissors']
82152	['a city street at night with traffic lights .', 'a traffic light suspended over a street at night .', 'a traffic light suspended over a street next to tall buildings .', 'a traffic light suspended over a city street .', 'a city street at night with a traffic light on it .', 'a city street at night with a red light', 'a city street at night with traffic lights', 'a city street at night with a traffic light .']
84196	['a man flying a kite in a park .', 'a man flying a kite on a lush green field .', 'a man flying a kite over a lush green field .']
90099	['a person on a surfboard in the middle of the water .', 'a person on a surfboard in the water', 'a large body of water next to a forest .', 'a boat floating on top of a lake next to a forest .', 'a person on a surfboard in the water .', 'a boat floating on top of a body of water .']
85501	['a tall tower with a clock on top of it', 'a clock tower in the middle of a city .', 'a tall tower with a clock on top', 'a tall tower with a clock on it']
90317	['a close up of a blue and white bird flying in the sky', 'a close up of a blue and white bird flying in the sky .', 'a blue and white photo of a kite flying in the sky', 'a blue and white photo of a kite flying in the sky .', 'a close up of a white and black bird flying in the sky .', 'a blue and white photo of a bird flying in the sky .', 'a blue and white photo of a bird flying in the sky']
80474	['a person flying a kite in the sky .', 'a person flying a kite in a cloudy sky .', 'a person flying a kite in the sky']
88848	['a black and white photo of a person holding an umbrella', 'a man is standing in front of a large glass', 'a man is standing in front of a mirror', 'a black and white photo of a person holding an open umbrella .', 'a person holding a red and white umbrella', 'a person holding a red and white umbrella .', 'a black and white photo of a person holding an umbrella .', 'a person holding a red and white striped umbrella .', 'a man is standing in front of a window']
84054	['a fire hydrant in the middle of a street .', 'a red fire hydrant sitting in the middle of a street .', 'a red fire hydrant sitting in the middle of a sidewalk .']
84055	['a view of a city street at night', 'a view of a city skyline from the distance .', 'a view of a city street at night .']
84083	['a traffic light suspended over a city street .', 'a view of a city street at night .', 'a traffic light suspended over a street next to a forest .', 'a traffic light suspended over a street next to trees .']
90095	['a view of a tree in the middle of a forest .', 'a view of a city skyline from the rain .', 'a view of a tree in the middle of a park .', 'a view of a city skyline from the sun .', 'a view of a tree in the distance .', 'a view of a city skyline from a plane .']
84198	['a view of a city skyline from the distance .', 'a black and white photo of a plane flying in the sky .', 'a black and white photo of a bird flying in the sky .', 'a black and white photo of a man flying a kite .', 'a view of a city skyline from the top of a building .', 'a view of a city skyline from a distance .']
83589	['a black and white photo of a train on a bridge .', 'a black and white photo of a train on a track', 'a black and white photo of a train on a bridge']
86565	['a group of people standing on top of a beach next to the ocean .', 'a group of people standing on top of a sandy beach .', 'a person flying a kite on the beach .', 'a group of people on a beach flying a kite .', 'a group of people standing on top of a beach .', 'a group of people flying kites on a beach .', 'a person flying a kite on a beach .', 'a person is flying a kite on the beach .']
74055	['a train traveling down tracks next to a lush green hillside .', 'a train traveling down tracks next to a building .', 'a train traveling down tracks next to a tall building .']
71941	['a black and white photo of a person holding an umbrella', 'a black and white photo of a person holding a camera', 'a close up of a person holding a pair of scissors', 'a black and white photo of a person holding a black umbrella', 'a black and white photo of a pair of scissors .', 'a black and white photo of a person holding a umbrella', 'a black and white photo of a vase with flowers .', 'a black and white photo of a pair of scissors', 'a black and white photo of a person holding an umbrella .', 'a black and white photo of a vase with flowers', 'a black and white photo of a person holding a camera .']
84376	['a black and white photo of a mountain range', 'a black and white photo of a plane flying over a mountain .', 'a black and white photo of a field with a lot of animals', 'a black and white photo of a mountain range .', 'a black and white photo of a plane flying over a field', 'a black and white photo of a field with a mountain in the background .', 'a black and white photo of a plane flying over a field .']
86446	[]
84573	['a black and white photo of a plane flying in the sky .', 'a park bench sitting in the middle of a lush green field .', 'a black and white photo of a plane flying in the sky', 'a park bench sitting in the middle of a field .', 'a black and white photo of a plane in the sky .', 'a park bench sitting in the middle of a park .']
83731	['an airplane flying in the sky with a sky background', 'a bird flying in the sky with a sky background', 'a bird flying in the sky over a tree', 'a blue and white bird flying in a cloudy sky .', 'a blue and white bird flying in the sky .', 'a blue and white plane flying in the sky', 'a blue and white bird flying in the sky', 'a blue and white plane flying in the sky .', 'a plane is flying in the sky with a sky background', 'a bird flying in the sky over a tree .', 'a blue and white airplane flying in the sky', 'a kite flying in the sky with a sky background', 'a plane flying in the sky with a sky background', 'a blue and white airplane flying in the sky .', 'a blue and white plane flying in a blue sky .']
86568	['a picture of a bunch of kites in the air .', 'a picture of a bunch of birds flying in the sky .', 'a picture of a bunch of kites in the sky .']
71313	['a traffic light sitting on the side of a road .', 'a traffic light sitting on the side of a road next to a street .', 'a traffic light sitting in the middle of a street .']
81572	['a view of a clock tower from below .', 'a group of people flying kites in a city .', 'a view of a city street at night with traffic lights .', 'a view of a clock tower in the night sky .', 'a view of a city street at night .', 'a group of people flying kites in the sky .', 'a view of a clock tower in the night .', 'a group of people flying kites on a cloudy day .', 'a group of people standing on a street corner .']
88668	['a person flying a kite in a field', 'a person flying a kite in a cloudy sky .', 'a person flying a kite in a field .', 'a plane flying in the sky over a city .', 'a plane flying in the sky with a sky background', 'a plane flying in the sky over a mountain .']
89150	['a bathroom with a toilet and a shower', 'a bathroom with a toilet and a sink', 'a bathroom with a toilet and a shower .']
72338	['a large rock with a mountain in the background', 'a black and white photo of a rock and a rock', 'a large rock with a mountain in the background .']
84714	['a car parked on the side of the road', 'a view of a city skyline from the distance', 'a street sign on the side of a street .', 'a black and white photo of a street sign .', 'a car parked on the side of a road next to a traffic light .', 'a person flying a kite in the sky .', 'a view of a city skyline from the airport .', 'a black car is parked in front of a building .', 'a large building with a clock on it', 'a view of a city street at night .', 'a person is flying a kite in the sky', 'a view of a city skyline from the airport', 'a person on a snowboard jumping in the air .', 'a traffic light hanging over a city street .', 'a person on a snowboard doing a trick in the air .', 'a view of a city skyline from a plane .', 'a person on a snowboard doing a trick .', 'a view of a city street at night with a traffic light .', 'a view of a city skyline from the distance .', 'a traffic light suspended over a street next to a forest .', 'a street sign on the side of a road .', 'a black and white photo of a street sign', 'a person is flying a kite in the sky .', 'a car parked on the side of the road .', 'a traffic light hanging over a city street', 'a view of a city skyline from a distance .']
88660	['a plane flying in the sky over a city', 'a plane flying in the sky over a city .', 'a plane flying in the sky over a building .']
80973	['a man is doing a trick on a skateboard', 'a person holding a cell phone in their hand', 'a person is doing a trick on a skateboard', 'a person holding a cell phone in their hand .', 'a person is doing a trick on a skateboard .', 'a person holding a cell phone in their hands .']
88197	['a city street filled with lots of traffic .', 'a woman standing in front of a refrigerator .', 'a city street filled with lots of traffic and tall buildings .', 'a man standing in front of a refrigerator .', 'a clock tower in the middle of a city street .', 'a city street at night with a red light', 'a city street filled with lots of tall buildings .', 'a woman standing in front of an open refrigerator .', 'a large clock tower in the middle of a city .', 'a city street at night with a red light .', 'a city street at night with a traffic light .', 'a clock tower in the middle of a city .']
78920	['a group of people standing next to each other holding a kite .', 'a pair of scissors and a pair of scissors', 'a group of people standing next to each other .']
80977	['a person on a skateboard doing a trick in the air .', 'a person on a skate board doing a trick in the air', 'a person on a skate board doing a trick']
82653	['a kite flying in the sky over a city .', 'a red bench sitting in front of a building .', 'a kite flying in the sky above a city .', 'a person sitting on a bench in front of a building .', 'a person sitting on a bench in front of a building', 'a kite flying in the sky over a city']
82302	['a large passenger jet flying through a cloudy sky .', 'a plane flying over a large body of water .', 'a large airplane flying over a body of water .', 'a large jetliner flying through a cloudy sky .', 'a large airplane flying over a large body of water .', 'a large jetliner flying through a cloudy blue sky .']
81478	['a television is on in the middle of a room .', 'a television is on a wall in a room .', 'a television is on a wall in a room']
83904	['a white and black dog laying on top of a sandy beach .', 'an airplane flying in the sky with a sky background', 'a small white bird is standing in the grass .', 'a large white airplane flying over a snow covered mountain .', 'a large white airplane flying over a mountain .', 'a view of a mountain range from the top of a plane .', 'a large white dog laying on top of a sandy beach .', 'a plane flying in the sky over a mountain', 'a couple of birds are flying in the sky', 'a large jetliner flying over a body of water .', 'a large jetliner flying over a large mountain range .', 'a small white bird is standing in a field', 'a plane flying in the sky with a sky background', 'a group of birds flying in the sky .', 'a couple of birds are flying in the air', 'a plane flying in the sky over a mountain .', 'a large jetliner flying over a mountain range .', 'a small white bird is standing in the grass', 'a large white dog laying on top of a beach .', 'a plane flying in the air with a sky background']
83274	['a black and white photo of a city street', 'a group of people flying kites in a field .', 'a black and white photo of a park with trees', 'a black and white photo of a park with trees .', 'a group of people standing on a lush green field .', 'a group of people standing on top of a lush green field .']
84943	['a small plane flying over a body of water', 'a person flying a kite on a cloudy day .', 'a small plane flying over a body of water .', 'a person flying a kite on a beach .', 'a person flying a kite in the sky .', 'a small plane flying over a beach with a city in the background .']
82718	['a man flying through the air while riding a snowboard .', 'a man flying through the air while riding a skateboard .', 'a person on a skateboard in the air .', 'a person riding a skate board in a park', 'a man flying through the air on top of a skateboard .', 'a person riding a skate board on a rail', 'a person riding a skate board on a ledge', 'a fire hydrant in the middle of a forest .', 'a person riding a snowboard down a snow covered slope .', 'a fire hydrant in the middle of a field .']
80981	['a large clock tower towering over a city .', 'a clock tower with a weather vane on top .', 'a large building with a clock on the top .', 'a large building with a clock on it .', 'a large building with a clock tower on top .', 'a clock tower in the middle of a city .', 'a large building with a clock on it']
80983	['a red car driving down a street next to a forest .', 'a car driving down a street next to a forest .', 'a car driving down a street next to tall buildings .', 'a car driving down a street next to a tall building .', 'a car driving down a road next to a forest .', 'a car driving down a street next to a traffic light .']
87664	['a large airplane is flying in the sky .', 'a large airplane is flying in the air .', 'a large airplane is flying in the sky']
90058	['a city street at night with traffic lights .', 'a city street at night with a traffic light .', 'a city street at night with traffic lights']
82717	['a person flying a kite in a park .', 'a large building with a large clock on it .', 'a large building with a large clock tower .', 'a person flying a kite in a field .', 'a large building with a clock tower in the background .', 'a person flying a kite in the sky .']
84277	['a group of airplanes flying in the sky .', 'a person flying a kite in a field', 'a person is flying a kite in a field .', 'a person flying a kite in a park .', 'a plane flying in the sky over a city .', 'a group of planes flying in the sky', 'a plane flying in the sky over a city', 'a group of planes flying in the sky .', 'a person flying a kite on a beach .', 'a person flying a kite in a field .', 'a person is flying a kite in a field', 'a plane is flying in the sky over a city .']
78365	['a man flying through the air while riding a snowboard .', 'a black and white photo of a bird flying in a cloudy sky .', 'a black and white photo of a bird flying in the sky .', 'a man flying through the air while riding a skateboard .', 'a black and white photo of a clock tower .', 'a black and white photo of a city skyline .', 'a black and white photo of a clock tower', 'a black and white photo of a bird flying in the sky', 'a person in the air on a snowboard .']
82714	['a person riding a surf board on a body of water', 'a small airplane flying through a blue sky .', 'a collage of photos with a clock and a sign', 'a blue and white bird flying in the air .', 'a group of kites flying in the sky .', 'a large building with a clock on it .', 'a person riding a surf board on a wave', 'a blue and white bird flying in a blue sky .', 'a man riding a wave on top of a surfboard .', 'a collage of photos of a man holding a sign .', 'a large building with a clock on the top of it .', 'a collage of photos with a sign and a clock', 'a group of people flying kites in a cloudy sky .', 'a group of kites flying in the sky above a city .', 'a large building with a clock on it']
79099	['a person flying a kite in a cloudy sky .', 'a traffic light suspended over a street next to a forest .', 'a kite flying in the sky over a city .', 'a traffic light suspended over a city street .', 'a kite flying in the sky near a tree .', 'a plane is flying over a field of grass .', 'a traffic light suspended over a road next to a forest .', 'a plane is flying over a field with trees in the background .', 'a person flying a kite in the sky', 'a person flying a kite in the sky .', 'a kite flying in the sky over a field .', 'a plane is flying over a field of grass']
74281	['a plane flying over a large body of water', 'a plane flying over a large body of water .', 'a plane flying in the sky over a city .']
90433	['a man flying a kite in a park .', 'a kite flying in the sky over a field .', 'a group of birds flying over a lush green field .', 'a person flying a kite in a field .', 'a person flying a kite in the sky .', 'a kite flying in the sky with a sky background']
83355	['a black and white photo of a person flying a kite', 'a man flying through the air while riding a skateboard .', 'a black and white photo of a bird flying in the air', 'a black and white photo of a person flying a kite .', 'a person flying a kite in a blue sky .', 'a person flying a kite in the sky .', 'a black and white photo of a man flying a kite .', 'a person flying a kite in a cloudy sky .', 'a kite flying high in the sky with clouds in the background', 'a plane is flying in the sky over the clouds .', 'a black and white photo of a bird flying in the air .', 'a plane is flying in the sky over a city .', 'a kite flying in the sky with a sky background', 'a kite flying high in the sky with a sky background', 'a black and white photo of a bird flying in the sky .', 'a man is flying a kite in the air .', 'a man is flying a kite in the sky .', 'a man flying through the air while riding a snowboard .', 'a person flying a kite in the air .', 'a plane flying in the sky with a sky background', 'a man is flying a kite in a field', 'a kite flying in the sky over a tree .']
82979	['a car driving down a street with a traffic light .', 'a car driving down a street next to a stop sign .', 'a car driving down a street next to a traffic light .']
82871	['a plane is flying in the sky with clouds in the background .', 'a blue and white plane flying in the sky', 'a blue and white plane flying in the sky .', 'a plane is flying in the sky with a sky background', 'an airplane is flying in the sky with clouds in the background .', 'a blue and white airplane flying in the sky .', 'a plane flying in the sky with a sky background', 'an airplane is flying in the sky with clouds .']
85698	['a pair of scissors sitting on top of a table .', 'a black and white photo of a pair of scissors .', 'a black and white photo of a pair of scissors']
90926	['a group of people sitting on a bench under a tree .', 'a kite flying in the sky over a field', 'a kite flying in the sky over a field .', 'a black and white cat sitting on top of a bed .', 'a black and white cat sitting on a table .', 'a group of people sitting on a bench in front of a building .', 'a black and white photo of a white and black bird', 'a black and white photo of a white and blue bird .', 'a group of people sitting on a bench in front of a fountain .', 'a black and white cat sitting on top of a table .', 'a black and white photo of a white and black bird .', 'a kite is flying in the air near a tree .']
89611	['a kite flying high in the sky with a sky background', 'a view of a plane flying through the sky .', 'a plane flying in the sky over a mountain', 'a view of a plane flying through the air .', 'a plane flying high in the sky with a sky background', 'a kite flying high in the sky with clouds', 'a plane flying in the sky over a mountain .', 'a plane flying in the sky with a sky background', 'a view of a plane flying through the air', 'a kite flying in the sky with a sky background']
79395	['a group of people flying kites in a field .', 'a person is flying a kite in a field .', 'a group of people flying kites in the sky .', 'a person flying a kite in a field', 'a person flying a kite in a field .', 'a person is flying a kite in a field', 'a person is flying a kite in a grassy field .', 'a group of people standing on top of a lush green field .']
90852	['a view of a mountain range from a plane .', 'an airplane is flying over a snowy landscape .', 'a black and white photo of a plane flying in the sky .', 'a fire hydrant in the middle of the street .', 'a view of a mountain range from an airplane window .', 'a black and white photo of an airplane .', 'a fire hydrant in the middle of a street .', 'a view of a mountain range from an airplane .', 'a fire hydrant in the middle of a road .', 'an airplane is flying over a snow covered mountain .', 'a fire hydrant in the middle of a snow covered street .', 'an airplane is flying over a snowy mountain .', 'a fire hydrant sitting in the middle of a snow covered field .', 'a black and white photo of a plane in the air .', 'a fire hydrant sitting in the middle of a street .']
87666	['a plane is flying in the sky on a clear day .', 'a small airplane flying through a cloudy blue sky .', 'a plane is flying in the sky on a cloudy day .', 'a large airplane flying through a cloudy sky .', 'a plane flying in the sky with a sky background', 'a small airplane flying through a cloudy sky .']
80802	['a view of a mountain range from a plane .', 'a view of a mountain range with a plane flying in the sky .', 'a view of a mountain range with a mountain in the background .', 'a view of a mountain range from a plane', 'a train traveling over a bridge over a river .', 'a plane flying over a field with trees in the background', 'a plane flying over a field with trees in the background .', 'a view of a mountain range with a plane in the background .', 'a train traveling over a bridge over a body of water .', 'a view of a mountain range with snow and mountains in the background .', 'a train traveling over a bridge over water .']
87668	['a plane is flying in the sky with clouds in the background .', 'a kite flying in a blue sky with clouds .', 'a plane is flying in the sky with a sky background', 'a kite flying in a blue sky with clouds', 'a plane flying in the sky with a sky background', 'a kite flying in the sky with a sky background']
79398	['a bird flying in the sky with a sky background', 'a plane is flying in the sky over the ocean .', 'a plane is flying in the sky over a body of water .', 'a plane is flying in the sky over a mountain .', 'a kite flying in the sky over a body of water', 'a plane is flying in the sky with a sky background', 'a plane flying in the sky with a sky background', 'a kite flying in the sky over a body of water .', 'a kite flying in the sky with a sky background']
88069	['a view of a city skyline with a bridge .', 'a view of a city skyline from the water .', 'a view of a city skyline with a bridge in the background .']
84530	['a close up of a piece of cake on a table', 'a close up of a cake on a plate', 'a close up of a piece of cake on a plate', 'a pair of scissors sitting on top of a table .', 'a pair of scissors sitting on top of a table', 'a pair of scissors sitting on top of a white table .', 'a person on a beach with a surfboard .', 'a group of people flying kites on a beach .', 'a group of birds standing on top of a tree .', 'a person on a beach flying a kite', 'a person on a beach flying a kite .', 'a close up of a tooth brush in a cup', 'a group of people flying a kite on a beach .', 'a group of birds standing on top of a snow covered slope .', 'a plane flying over a body of water', 'a close up of a tooth brush on a table', 'a plane is flying over a body of water .', 'a group of people flying kites in a field .', 'a close up of a person holding a piece of cake', 'a group of birds that are standing in the snow .', 'a plane flying over a body of water .', 'a large body of water with a bridge in the background .']
83750	['a close up of a person holding a cell phone', 'a close up of a person holding a surf board', 'a group of people standing on top of a grass covered field .', 'a close up of a person holding a nintendo wii controller', 'a black and white photo of a man holding a frisbee .', 'a remote control sitting on top of a table .', 'a black and white photo of a person holding a frisbee .', 'a close up of a person holding a nintendo wii remote', 'a black and white photo of a person holding a cell phone', 'a large airplane flying in the sky with a sky background', 'a close up of a person holding a remote control', 'a plane flying in the sky with a sky background', 'a black and white photo of a person holding a frisbee', 'a group of people standing on top of a lush green field .', 'a large airplane flying in the sky over a city .', 'a group of people standing on top of a field .']
